Debtor,Tuition fees up to date,1st_sem_enrolled,1st_sem_evaluations,1st_sem_approved,1st_sem_grade,1st_sem_without_evaluations,1st_sem_failed,1st_sem_pass_rate,2nd_sem_enrolled,2nd_sem_evaluations,2nd_sem_approved,2nd_sem_grade,2nd_sem_without_evaluations,2nd_sem_failed,2nd_sem_pass_rate,total_failed,avg_grade,Target,WarningScore,WarningLevel
1,1,17,17,14,5.321428571428571,1,3,0.8235,12,12,12,0.0,0,0,1.0,3,2.6607,Dropout,0.3802632,MEDIUM
0,1,5,10,3,6.166666666666667,0,7,0.3,5,10,3,0.0,0,7,0.3,14,3.0833,Graduate,0.5780008,HIGH
0,1,2,2,0,0.0,0,2,0.0,2,2,0,0.0,0,2,0.0,4,0.0,Dropout,0.52,MEDIUM
0,1,6,8,5,6.5,0,3,0.625,6,7,6,0.0,0,1,0.8571,4,3.25,Graduate,0.32343200000000005,LOW
0,1,6,6,6,7.25,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.625,Graduate,0.153,LOW
0,1,5,7,5,5.1,0,2,0.7143,5,8,3,0.0,0,5,0.375,7,2.55,Enrolled,0.5295160000000001,MEDIUM
0,1,7,8,6,6.5375,0,2,0.75,8,10,7,0.0,0,3,0.7,5,3.2687,Graduate,0.3655512000000001,MEDIUM
0,1,5,8,2,5.25,0,6,0.25,5,7,3,0.0,0,4,0.4286,10,2.625,Enrolled,0.582712,HIGH
0,1,6,10,4,5.8,0,6,0.4,6,8,5,0.0,0,3,0.625,9,2.9,Graduate,0.5184,MEDIUM
0,1,7,7,7,6.1,0,0,1.0,7,7,7,0.0,0,0,1.0,0,3.05,Enrolled,0.16680000000000003,LOW
0,1,7,7,7,7.507142857142857,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.7536,Graduate,0.14991359999999998,LOW
0,1,6,6,6,6.416666666666667,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.2083,Graduate,0.16300080000000003,LOW
0,1,6,7,6,5.285714285714286,0,1,0.8571,6,8,5,0.0,0,3,0.625,4,2.6429,Graduate,0.38442240000000005,MEDIUM
0,1,5,7,3,6.333333333333333,0,4,0.4286,5,5,4,0.0,0,1,0.8,5,3.1667,Enrolled,0.3757112,MEDIUM
0,1,5,6,5,6.6,0,1,0.8333,5,8,5,0.0,0,3,0.625,4,3.3,Enrolled,0.365796,MEDIUM
0,1,6,12,0,0.0,0,12,0.0,6,12,0,0.0,0,12,0.0,24,0.0,Dropout,0.7,HIGH
0,1,8,8,7,6.207142857142858,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.1036,Graduate,0.2455136,LOW
0,1,5,8,4,6.0,0,4,0.5,5,8,5,0.0,0,3,0.625,7,3.0,Graduate,0.44799999999999995,MEDIUM
0,1,6,11,6,6.714285714285714,0,5,0.5455,6,12,6,0.0,0,6,0.5,11,3.3571,Graduate,0.5448896,MEDIUM
1,0,6,9,1,7.0,0,8,0.1111,6,6,0,0.0,0,6,0.0,14,3.5,Dropout,0.7293320000000001,HIGH
0,1,6,8,6,5.857142857142857,0,2,0.75,6,6,6,0.0,0,0,1.0,2,2.9286,Graduate,0.2497136,LOW
0,1,6,7,6,6.75,0,1,0.8571,6,8,5,0.0,0,3,0.625,4,3.375,Graduate,0.366852,MEDIUM
0,1,11,13,11,7.227272727272728,0,2,0.8462,8,8,8,0.0,0,0,1.0,2,3.6136,Graduate,0.2255776,LOW
1,1,7,7,7,6.5,0,0,1.0,7,8,6,0.0,0,2,0.75,2,3.25,Enrolled,0.392,MEDIUM
0,1,6,8,6,7.583333333333333,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.7917,Graduate,0.2704312,LOW
0,1,6,8,5,5.9,0,3,0.625,6,8,5,0.0,0,3,0.625,6,2.95,Graduate,0.4092,MEDIUM
0,1,5,13,1,6.5,0,12,0.0769,5,7,2,0.0,0,5,0.2857,17,3.25,Dropout,0.592992,HIGH
0,0,6,6,6,6.083333333333333,0,0,1.0,6,6,0,0.0,0,6,0.0,6,3.0417,Dropout,0.7269992,HIGH
0,1,6,6,6,6.333333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.1667,Graduate,0.1639992,LOW
0,1,6,8,6,6.8125,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.4062,Graduate,0.2796832,LOW
0,1,6,10,2,5.5,0,8,0.2,6,6,0,0.0,0,6,0.0,14,2.75,Dropout,0.6580000000000001,HIGH
0,1,13,19,8,5.8125,0,11,0.4211,10,17,6,0.0,0,11,0.3529,22,2.9062,Enrolled,0.5819712,HIGH
0,1,6,8,6,6.0625,0,2,0.75,6,7,6,0.0,0,1,0.8571,3,3.0312,Graduate,0.2886832,LOW
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate,0.4,MEDIUM
0,1,7,8,6,6.648333333333334,0,2,0.75,8,9,7,0.0,0,2,0.7778,4,3.3242,Graduate,0.31799520000000003,LOW
0,1,8,8,7,6.8,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.4,Graduate,0.2384,LOW
0,0,6,9,6,8.166666666666666,0,3,0.6667,6,8,5,0.0,0,3,0.625,6,4.0833,Dropout,0.4870048,MEDIUM
0,1,6,8,6,6.083333333333333,0,2,0.75,6,6,6,0.0,0,0,1.0,2,3.0417,Graduate,0.2469992,LOW
0,1,5,9,3,5.166666666666667,0,6,0.3333,5,6,5,0.0,0,1,0.8333,7,2.5833,Graduate,0.4546728,MEDIUM
0,1,6,7,5,6.2,0,2,0.7143,6,6,5,0.0,0,1,0.8333,3,3.1,Enrolled,0.29179199999999994,LOW
0,1,5,5,5,5.9,0,0,1.0,5,8,4,0.0,0,4,0.5,4,2.95,Enrolled,0.4292,MEDIUM
0,1,6,10,3,6.166666666666667,0,7,0.3,6,14,3,0.0,0,11,0.2143,18,3.0833,Enrolled,0.6019968000000001,HIGH
0,1,5,10,4,6.0,0,6,0.4,5,8,3,0.0,1,5,0.375,11,3.0,Enrolled,0.5710000000000001,HIGH
0,1,5,9,1,5.5,0,8,0.1111,5,9,2,0.0,0,7,0.2222,15,2.75,Enrolled,0.6073360000000001,HIGH
0,1,6,6,6,5.75,0,0,1.0,6,8,6,0.0,0,2,0.75,2,2.875,Graduate,0.301,LOW
0,1,6,7,6,6.166666666666667,0,1,0.8571,6,8,6,0.0,0,2,0.75,3,3.0833,Graduate,0.3088528,LOW
0,1,6,6,6,7.25,0,0,1.0,6,7,5,0.0,0,2,0.7143,2,3.625,Enrolled,0.292996,LOW
0,1,5,5,5,5.3,0,0,1.0,5,8,5,0.0,0,3,0.625,3,2.65,Graduate,0.3714,MEDIUM
0,1,7,8,7,6.5125,0,1,0.875,8,9,8,0.0,0,1,0.8889,2,3.2563,Graduate,0.2407368,LOW
0,1,6,8,5,6.333333333333333,0,3,0.625,6,8,5,0.0,0,3,0.625,6,3.1667,Enrolled,0.4039992,MEDIUM
0,1,13,14,13,6.884615384615385,0,1,0.9286,12,16,12,0.0,0,4,0.75,5,3.4423,Graduate,0.36881679999999994,MEDIUM
0,1,6,13,5,5.9,0,8,0.3846,6,19,4,0.0,0,15,0.2105,23,2.95,Enrolled,0.616412,HIGH
0,1,7,16,6,5.5,0,10,0.375,7,9,7,0.0,0,2,0.7778,12,2.75,Graduate,0.541776,MEDIUM
0,1,5,11,4,6.0,0,7,0.3636,5,5,5,0.0,0,0,1.0,7,3.0,Graduate,0.42891199999999996,MEDIUM
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,0,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.5,MEDIUM
0,1,5,13,5,6.0,0,8,0.3846,5,9,4,0.0,0,5,0.4444,13,3.0,Enrolled,0.56168,HIGH
0,1,8,11,6,6.748333333333334,1,5,0.5455,8,11,6,0.0,1,5,0.5455,10,3.3742,Enrolled,0.5317392,MEDIUM
0,1,6,7,6,5.666666666666667,0,1,0.8571,6,9,6,0.0,0,3,0.6667,4,2.8333,Graduate,0.36817679999999997,MEDIUM
0,1,6,6,6,7.5,0,0,1.0,6,6,2,0.0,0,4,0.3333,4,3.75,Graduate,0.456676,MEDIUM
0,1,5,7,5,6.666666666666667,0,2,0.7143,5,6,5,0.0,0,1,0.8333,3,3.3333,Graduate,0.2861928,LOW
0,1,6,8,6,7.4375,0,2,0.75,6,8,6,0.0,0,2,0.75,4,3.7188,Graduate,0.3107488,LOW
1,1,6,8,6,5.833333333333333,0,2,0.75,6,10,4,0.0,0,6,0.4,8,2.9167,Graduate,0.6479992,HIGH
0,0,6,11,3,5.5,0,8,0.2727,6,14,0,0.0,0,14,0.0,22,2.75,Dropout,0.7667240000000001,HIGH
0,1,6,8,5,6.2,0,3,0.625,6,12,5,0.0,0,7,0.4167,10,3.1,Dropout,0.583924,HIGH
0,1,7,11,7,5.928571428571429,0,4,0.6364,8,21,5,0.0,0,16,0.2381,20,2.9643,Enrolled,0.6385568000000001,HIGH
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,6,7,6,6.416666666666667,0,1,0.8571,6,10,6,0.0,0,4,0.6,5,3.2083,Graduate,0.4078528,MEDIUM
0,1,6,7,6,6.714285714285714,0,1,0.8571,6,7,6,0.0,0,1,0.8571,2,3.3571,Graduate,0.24229360000000005,LOW
0,1,6,8,4,7.375,0,4,0.5,6,6,5,0.0,0,1,0.8333,5,3.6875,Graduate,0.354836,MEDIUM
0,1,15,17,13,5.807692307692308,0,4,0.7647,14,14,11,0.0,0,3,0.7857,7,2.9038,Dropout,0.4162768,MEDIUM
1,0,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout,0.7999999999999999,HIGH
0,0,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout,0.7999999999999999,HIGH
0,1,6,6,6,6.333333333333333,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.1667,Graduate,0.1639992,LOW
0,1,7,7,6,7.6,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.8,Graduate,0.231664,LOW
0,1,6,10,4,5.5,0,6,0.4,6,9,6,0.0,0,3,0.6667,9,2.75,Graduate,0.518664,MEDIUM
0,1,6,7,6,6.928571428571429,0,1,0.8571,6,7,6,0.0,0,1,0.8571,2,3.4643,Dropout,0.2397208,LOW
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate,0.4,MEDIUM
0,1,6,6,6,6.666666666666667,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.3333,Graduate,0.23001280000000002,LOW
0,1,6,12,3,6.666666666666667,0,9,0.25,6,12,3,0.0,0,9,0.25,18,3.3333,Enrolled,0.5800008,HIGH
0,1,6,7,6,7.5,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.75,Graduate,0.19143200000000002,LOW
0,0,6,17,1,6.5,0,16,0.0588,6,8,0,0.0,0,8,0.0,24,3.25,Dropout,0.729056,HIGH
0,1,6,8,4,5.625,0,4,0.5,5,8,2,0.0,0,6,0.25,10,2.8125,Dropout,0.6225,HIGH
0,0,6,8,5,6.0,0,3,0.625,6,0,0,0.0,0,0,0.0,3,3.0,Dropout,0.593,HIGH
0,1,5,6,0,0.0,0,6,0.0,5,8,2,0.0,0,6,0.25,12,0.0,Dropout,0.6799999999999999,HIGH
0,0,10,10,4,5.75,0,6,0.4,7,8,1,0.0,0,7,0.125,13,2.875,Dropout,0.744,HIGH
0,1,6,7,0,0.0,0,7,0.0,6,10,0,0.0,0,10,0.0,17,0.0,Dropout,0.7,HIGH
0,1,6,6,6,6.25,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.125,Graduate,0.235012,LOW
0,1,5,6,5,6.2,0,1,0.8333,5,6,5,0.0,0,1,0.8333,2,3.1,Graduate,0.252272,LOW
0,1,5,9,2,7.166666666666667,0,7,0.2222,5,10,2,0.0,0,8,0.2,15,3.5833,Enrolled,0.5846648,HIGH
0,1,6,7,6,6.142857142857143,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.0714,Graduate,0.20771840000000003,LOW
0,1,6,6,0,0.0,0,6,0.0,6,10,3,0.0,0,7,0.3,13,0.0,Enrolled,0.6759999999999999,HIGH
1,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.5,MEDIUM
0,1,8,11,7,5.852857142857142,0,4,0.6364,8,11,7,0.0,0,4,0.6364,8,2.9264,Enrolled,0.4679424,MEDIUM
0,1,6,12,4,5.9,0,8,0.3333,6,11,4,0.0,0,7,0.3636,15,2.95,Dropout,0.573448,HIGH
1,1,6,6,0,0.0,0,6,0.0,6,6,0,0.0,0,6,0.0,12,0.0,Enrolled,0.7999999999999999,HIGH
0,0,7,13,5,6.0,0,8,0.3846,7,7,3,0.0,0,4,0.4286,12,3.0,Dropout,0.662944,HIGH
0,1,6,7,6,6.833333333333333,0,1,0.8571,6,7,6,0.0,0,1,0.8571,2,3.4167,Graduate,0.2408632,LOW
0,1,8,8,7,7.828571428571428,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.9143,Graduate,0.2260568,LOW
0,1,7,8,6,5.491666666666667,0,2,0.75,7,8,6,0.0,0,2,0.75,4,2.7458,Graduate,0.3341008,LOW
0,1,6,7,6,6.428571428571429,0,1,0.8571,6,8,5,0.0,0,3,0.625,4,3.2143,Graduate,0.37070880000000006,MEDIUM
0,1,12,12,12,6.625,0,0,1.0,12,12,11,0.0,0,1,0.9167,1,3.3125,Graduate,0.213824,LOW
1,0,6,6,0,0.0,0,6,0.0,6,6,0,0.0,0,6,0.0,12,0.0,Enrolled,0.7999999999999999,HIGH
0,1,9,9,9,7.166666666666667,0,0,1.0,7,7,7,0.0,0,0,1.0,0,3.5833,Graduate,0.1540008,LOW
0,1,7,7,7,6.642857142857143,0,0,1.0,7,7,7,0.0,0,0,1.0,0,3.3214,Graduate,0.16028640000000002,LOW
1,1,10,10,7,5.857142857142857,0,3,0.7,10,10,6,0.0,0,4,0.6,7,2.9286,Dropout,0.5557136,MEDIUM
0,1,5,8,4,5.625,0,4,0.5,5,8,4,0.0,0,4,0.5,8,2.8125,Enrolled,0.4925,MEDIUM
0,1,6,14,4,6.125,0,10,0.2857,6,11,3,0.0,0,8,0.2727,18,3.0625,Enrolled,0.5844280000000001,HIGH
0,1,5,11,4,6.0,1,7,0.3636,5,9,5,0.0,0,4,0.5556,11,3.0,Graduate,0.5544640000000001,MEDIUM
0,1,6,7,6,7.357142857142857,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.6786,Graduate,0.1931456,LOW
0,1,5,7,3,6.166666666666667,0,4,0.4286,5,9,3,0.0,0,6,0.3333,10,3.0833,Enrolled,0.5841088,HIGH
0,1,6,8,5,5.7,0,3,0.625,6,10,6,0.0,0,4,0.6,7,2.85,Dropout,0.4486,MEDIUM
0,1,5,12,3,6.0,0,9,0.25,5,10,3,0.0,0,7,0.3,16,3.0,Dropout,0.584,HIGH
0,1,6,13,6,6.0,0,7,0.4615,6,16,4,0.0,0,12,0.25,19,3.0,Enrolled,0.61338,HIGH
0,0,6,8,0,0.0,0,8,0.0,6,10,0,0.0,0,10,0.0,18,0.0,Dropout,0.7999999999999999,HIGH
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate,0.4,MEDIUM
0,1,8,8,0,0.0,8,8,0.0,8,8,0,0.0,8,8,0.0,16,0.0,Dropout,0.7,HIGH
0,1,7,0,0,0.0,0,0,0.0,8,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,6,6,6,8.25,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,4.125,Dropout,0.21101200000000003,LOW
0,1,7,7,7,7.302142857142856,0,0,1.0,8,9,8,0.0,0,1,0.8889,1,3.6511,Graduate,0.2134816,LOW
0,1,7,8,7,6.2,0,1,0.875,8,9,8,0.0,0,1,0.8889,2,3.1,Graduate,0.24448799999999998,LOW
0,1,7,7,7,5.914285714285714,0,0,1.0,8,10,7,0.0,0,3,0.7,3,2.9571,Graduate,0.3430296,MEDIUM
0,1,5,7,4,6.125,0,3,0.5714,5,7,4,0.0,0,3,0.5714,6,3.0625,Enrolled,0.415076,MEDIUM
0,1,5,6,5,8.166666666666666,0,1,0.8333,5,5,5,0.0,0,0,1.0,1,4.0833,Graduate,0.1853368,LOW
0,1,7,9,5,6.16,0,4,0.5556,7,9,5,0.0,0,4,0.5556,8,3.08,Enrolled,0.47718399999999994,MEDIUM
0,1,6,7,6,5.583333333333333,0,1,0.8571,6,11,4,0.0,0,7,0.3636,8,2.7917,Enrolled,0.5740432,HIGH
1,0,7,11,4,6.0,0,7,0.3636,7,9,6,0.0,0,3,0.6667,10,3.0,Dropout,0.6455759999999999,HIGH
0,1,6,9,6,7.333333333333333,0,3,0.6667,6,12,6,0.0,0,6,0.5,9,3.6667,Graduate,0.5220032,MEDIUM
0,1,14,21,13,6.535714285714286,0,8,0.619,11,16,11,0.0,0,5,0.6875,13,3.2679,Graduate,0.5170504,MEDIUM
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,6,7,6,7.214285714285714,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.6071,Graduate,0.19486160000000002,LOW
0,1,6,6,6,6.083333333333333,0,0,1.0,6,7,5,0.0,0,2,0.7143,2,3.0417,Enrolled,0.3069952,LOW
0,1,6,9,6,6.25,0,3,0.6667,6,9,6,0.0,0,3,0.6667,6,3.125,Graduate,0.398328,MEDIUM
1,1,6,6,6,6.916666666666667,0,0,1.0,6,8,6,0.0,0,2,0.75,2,3.4583,Graduate,0.38700080000000003,MEDIUM
1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.5,MEDIUM
0,1,6,9,6,6.666666666666667,0,3,0.6667,6,6,6,0.0,0,0,1.0,3,3.3333,Graduate,0.2766648,LOW
0,1,6,7,6,5.75,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,2.875,Graduate,0.212432,LOW
0,1,8,12,7,6.228571428571428,0,5,0.5833,8,12,7,0.0,0,5,0.5833,10,3.1143,Enrolled,0.5319288,MEDIUM
0,1,6,8,6,6.75,0,2,0.75,6,9,6,0.0,0,3,0.6667,5,3.375,Graduate,0.372324,MEDIUM
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate,0.4,MEDIUM
0,1,7,9,7,6.880555555555556,0,2,0.7778,8,11,7,0.0,0,4,0.6364,6,3.4403,Graduate,0.4125768,MEDIUM
0,1,6,10,6,5.5625,0,4,0.6,6,7,6,0.0,0,1,0.8571,5,2.7812,Graduate,0.3666832,MEDIUM
0,1,6,7,0,0.0,0,7,0.0,6,6,0,0.0,0,6,0.0,13,0.0,Dropout,0.7,HIGH
1,1,6,6,4,6.375,0,2,0.6667,5,5,0,0.0,0,5,0.0,7,3.1875,Dropout,0.713504,HIGH
0,1,6,7,6,6.928571428571429,0,1,0.8571,6,7,5,0.0,0,2,0.7143,3,3.4643,Graduate,0.30970479999999995,LOW
0,1,8,8,8,6.9375,0,0,1.0,6,8,5,0.0,0,3,0.625,3,3.4688,Graduate,0.35174880000000003,MEDIUM
0,1,5,12,5,6.571428571428571,2,7,0.4167,5,6,5,0.0,0,1,0.8333,8,3.2857,Graduate,0.46114320000000003,MEDIUM
0,1,5,7,3,5.833333333333333,0,4,0.4286,5,5,4,0.0,0,1,0.8,5,2.9167,Enrolled,0.38171120000000003,MEDIUM
1,0,6,6,3,5.666666666666667,0,3,0.5,6,6,0,0.0,0,6,0.0,9,2.8333,Dropout,0.7620008,HIGH
0,1,5,10,1,5.0,0,9,0.1,5,7,0,0.0,0,7,0.0,16,2.5,Dropout,0.652,HIGH
0,0,6,11,1,6.5,0,10,0.0909,6,12,0,0.0,0,12,0.0,22,3.25,Dropout,0.732908,HIGH
0,1,6,8,6,6.4375,0,2,0.75,6,14,5,0.0,0,9,0.3571,11,3.2188,Enrolled,0.6127608,HIGH
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Dropout,0.7,HIGH
0,1,6,8,6,6.083333333333333,0,2,0.75,6,7,4,0.0,0,3,0.5714,5,3.0417,Graduate,0.4070072,MEDIUM
0,1,6,10,4,6.125,0,6,0.4,7,9,6,0.0,0,3,0.6667,9,3.0625,Enrolled,0.511164,MEDIUM
0,1,6,6,6,7.5,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.75,Graduate,0.15000000000000002,LOW
0,1,8,8,7,5.817857142857143,0,1,0.875,8,8,7,0.0,0,1,0.875,2,2.9089,Enrolled,0.25018640000000003,LOW
0,1,8,8,7,7.0,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.5,Graduate,0.23600000000000002,LOW
0,1,8,8,8,6.638125,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.3191,Graduate,0.1603416,LOW
0,1,7,11,6,5.991666666666667,0,5,0.5455,8,12,8,0.0,0,4,0.6667,9,2.9958,Graduate,0.5011248,MEDIUM
0,1,6,8,6,5.666666666666667,0,2,0.75,6,6,6,0.0,0,0,1.0,2,2.8333,Graduate,0.2520008,LOW
1,0,5,11,0,0.0,4,11,0.0,5,6,0,0.0,1,6,0.0,17,0.0,Dropout,0.7999999999999999,HIGH
0,1,7,8,6,6.695,0,2,0.75,8,10,7,0.0,0,3,0.7,5,3.3475,Enrolled,0.36366,MEDIUM
0,1,6,10,5,6.25,0,5,0.5,6,8,2,0.0,0,6,0.25,11,3.125,Dropout,0.615,HIGH
0,1,6,6,6,7.333333333333333,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,3.6667,Graduate,0.22201120000000002,LOW
0,1,5,5,4,6.0,0,1,0.8,5,6,5,0.0,0,1,0.8333,2,3.0,Enrolled,0.257336,LOW
0,1,8,8,7,7.85,0,1,0.875,8,8,7,0.0,0,1,0.875,2,3.925,Graduate,0.2258,LOW
0,1,6,16,4,6.0,0,12,0.25,6,11,3,0.0,0,8,0.2727,20,3.0,Dropout,0.586184,HIGH
0,1,7,7,7,6.65,0,0,1.0,8,8,8,0.0,0,0,1.0,0,3.325,Graduate,0.1602,LOW
0,1,6,10,4,6.25,0,6,0.4,6,12,1,0.0,3,11,0.0833,17,3.125,Enrolled,0.6496759999999999,HIGH
0,1,6,8,6,7.375,0,2,0.75,6,9,5,0.0,0,4,0.5556,6,3.6875,Graduate,0.425932,MEDIUM
0,1,5,6,5,6.0,0,1,0.8333,5,7,4,0.0,0,3,0.5714,4,3.0,Enrolled,0.388004,MEDIUM
0,1,5,12,3,6.166666666666667,2,9,0.25,5,8,3,0.0,1,5,0.375,14,3.0833,Graduate,0.5760008,HIGH
0,1,6,8,4,6.375,0,4,0.5,6,12,5,0.0,0,7,0.4167,11,3.1875,Dropout,0.566824,HIGH
0,1,6,6,6,6.5,0,0,1.0,6,6,6,0.0,0,0,1.0,0,3.25,Graduate,0.16200000000000003,LOW
0,1,7,12,4,6.0,0,8,0.3333,7,13,4,0.0,0,9,0.3077,17,3.0,Dropout,0.58184,HIGH
0,1,6,6,6,5.916666666666667,0,0,1.0,6,7,6,0.0,0,1,0.8571,1,2.9583,Graduate,0.23901280000000003,LOW
0,1,6,8,6,6.857142857142857,1,2,0.75,6,8,6,0.0,0,2,0.75,4,3.4286,Graduate,0.31771360000000004,LOW
0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Graduate,0.4,MEDIUM
0,1,6,13,3,5.25,0,10,0.2308,6,19,1,0.0,0,18,0.0526,28,2.625,Dropout,0.649968,HIGH
0,1,6,6,6,6.583333333333333,0,0,1.0,6,8,6,0.0,0,2,0.75,2,3.2917,Graduate,0.2909992,LOW
0,1,5,7,3,5.666666666666667,0,4,0.4286,5,6,0,0.0,0,6,0.0,10,2.8333,Dropout,0.6834328000000001,HIGH
0,1,7,7,6,7.716666666666666,0,1,0.8571,7,7,6,0.0,0,1,0.8571,2,3.8583,Graduate,0.2302648,LOW
0,1,5,9,0,0.0,0,9,0.0,5,6,2,0.0,0,4,0.3333,13,0.0,Enrolled,0.673336,HIGH
1,0,5,9,3,5.0,0,6,0.3333,5,9,3,0.0,0,6,0.3333,12,2.5,Dropout,0.686672,HIGH
0,1,6,7,3,6.0,0,4,0.4286,6,7,2,0.0,0,5,0.2857,9,3.0,Dropout,0.569436,HIGH
0,1,6,6,6,5.916666666666667,0,0,1.0,6,6,3,0.0,0,3,0.5,3,2.9583,Enrolled,0.39900080000000004,MEDIUM
0,1,11,15,9,7.11111111111111,0,6,0.6,9,15,7,0.0,0,8,0.4667,14,3.5556,Graduate,0.5559896000000001,MEDIUM
0,1,13,16,10,5.727272727272728,0,6,0.625,11,13,7,0.0,0,6,0.5385,12,2.8636,Dropout,0.5554936,MEDIUM
0,1,6,0,0,0.0,0,0,0.0,6,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.4,MEDIUM
0,1,18,18,17,6.588235294117646,0,1,0.9444,18,18,16,0.0,0,2,0.8889,3,3.2941,Dropout,0.2753776,LOW
0,1,6,7,6,6.166666666666667,0,1,0.8571,6,10,5,0.0,4,5,0.5,6,3.0833,Enrolled,0.4688528,MEDIUM
0,1,6,9,5,7.166666666666667,0,4,0.5556,8,8,8,0.0,0,0,1.0,4,3.5833,Enrolled,0.30955279999999996,LOW
0,1,7,7,6,6.404166666666666,0,1,0.8571,8,11,7,0.0,0,4,0.6364,5,3.2021,Graduate,0.39780960000000004,MEDIUM
0,1,6,6,6,6.666666666666667,0,0,1.0,6,8,5,0.0,0,3,0.625,3,3.3333,Graduate,0.3550008,MEDIUM
0,1,5,9,2,5.0,0,7,0.2222,5,10,2,0.0,0,8,0.2,15,2.5,Enrolled,0.6106640000000001,HIGH
0,1,5,9,3,5.833333333333333,0,6,0.3333,5,9,4,0.0,0,5,0.4444,11,2.9167,Graduate,0.5677832,HIGH
0,1,6,10,5,6.0,0,5,0.5,6,9,5,0.0,0,4,0.5556,9,3.0,Graduate,0.513552,MEDIUM
0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,Dropout,0.5,MEDIUM
0,1,6,7,6,6.142857142857143,0,1,0.8571,6,6,6,0.0,0,0,1.0,1,3.0714,Graduate,0.20771840000000003,LOW
0,1,7,8,7,6.25,0,1,0.875,8,9,7,0.0,0,2,0.7778,3,3.125,Graduate,0.30221600000000004,LOW
0,1,6,10,5,5.8,0,5,0.5,6,6,6,0.0,0,0,1.0,5,2.9,Graduate,0.36040000000000005,MEDIUM
0,1,9,11,9,6.166666666666667,0,2,0.8182,7,7,7,0.0,0,0,1.0,2,3.0833,Graduate,0.2405448,LOW
0,1,5,5,0,0.0,0,5,0.0,5,5,0,0.0,0,5,0.0,10,0.0,Enrolled,0.7,HIGH
0,1,6,7,5,6.3,0,2,0.7143,6,10,5,0.0,0,5,0.5,7,3.15,Enrolled,0.480116,MEDIUM
0,1,5,5,5,6.7,0,0,1.0,5,5,5,0.0,0,0,1.0,0,3.35,Graduate,0.15960000000000002,LOW
1,1,5,6,5,5.3,0,1,0.8333,5,7,4,0.0,0,3,0.5714,4,2.65,Graduate,0.49640399999999996,MEDIUM
0,1,7,10,6,5.666666666666667,0,4,0.6,5,6,5,0.0,0,1,0.8333,5,2.8333,Graduate,0.3673368,MEDIUM
0,1,5,10,4,5.875,0,6,0.4,5,10,4,0.0,0,6,0.4,12,2.9375,Enrolled,0.5655,HIGH
